,cust_number,buisness_year,doc_id,converted_usd,business_code_enc,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_dueindate,month_of_dueindate,year_of_dueindate,day_of_baselinecreatedate,month_of_baselinecreatedate,year_of_baselinecreatedate,cust_payment_terms_enc,name_customer_enc,due_in_date,clear_date,Aging Bucket
8211,200769623,2020,1930837441.0,13223.455,66,28,4,2020,13,5,2020,28,4,2020,32,2998,2020-05-13,2020-05-15,0-15
8212,200014556,2020,1930797292.0,10244.892,66,18,4,2020,3,5,2020,18,4,2020,18,59,2020-05-03,2020-05-02,
8213,200759878,2020,1930717791.0,66210.473,66,30,3,2020,14,4,2020,30,3,2020,32,2395,2020-04-14,2020-04-10,
8214,200020431,2020,1930860038.0,8875.958,66,5,5,2020,24,5,2020,1,5,2020,36,718,2020-05-24,2020-05-21,
8215,200769623,2020,1930842357.0,1518.5589999999997,66,1,5,2020,16,5,2020,1,5,2020,32,3000,2020-05-16,2020-05-17,0-15
8216,140104423,2020,2960628872.0,156523.72,66,19,4,2020,1,5,2020,21,4,2020,5,1903,2020-05-01,2020-05-05,0-15
8217,140103278,2020,1991841217.0,8735.411999999998,66,17,3,2020,16,5,2020,17,3,2020,50,619,2020-05-16,2020-05-18,0-15
8218,200769623,2020,1930862991.0,15043.125999999998,66,8,5,2020,23,5,2020,8,5,2020,32,3003,2020-05-23,2020-05-23,0-15
8219,200762301,2020,1930627433.0,37344.202,66,10,3,2020,14,5,2020,10,3,2020,31,447,2020-05-14,2020-05-18,0-15
8220,200769623,2020,1930769651.0,36917.202,66,10,4,2020,25,4,2020,10,4,2020,32,2998,2020-04-25,2020-04-24,
8221,200152991,2020,1930594977.0,3521.406,66,3,3,2020,23,3,2020,3,3,2020,26,1422,2020-03-23,2020-03-25,0-15
8222,200769623,2020,1930780306.0,29038.442999999996,66,14,4,2020,29,4,2020,14,4,2020,32,2996,2020-04-29,2020-05-01,0-15
8223,200769623,2020,1930754142.0,6400.275,66,5,4,2020,20,4,2020,5,4,2020,32,3005,2020-04-20,2020-04-22,0-15
8224,200712187,2020,1930730144.0,36993.628,66,1,4,2020,16,4,2020,1,4,2020,18,2598,2020-04-16,2020-04-16,0-15
8225,200785971,2020,1930687609.0,13582.751,66,23,3,2020,24,4,2020,23,3,2020,11,2722,2020-04-24,2020-04-29,0-15
8226,200726979,2020,1930779563.0,87.605,66,9,4,2020,24,4,2020,9,4,2020,18,332,2020-04-24,2020-04-20,
8227,140105686,2020,2960629366.0,2153.76,66,19,4,2020,8,5,2020,28,4,2020,5,2710,2020-05-08,2020-05-24,16-30
8228,2013,2020,1930665717.0,12055.96,66,18,3,2020,18,3,2020,18,3,2020,65,1534,2020-03-18,2020-05-01,31-45
8229,200772670,2020,1930664526.0,47293.82,66,17,3,2020,1,4,2020,17,3,2020,46,185,2020-04-01,2020-04-04,0-15
8230,200148860,2020,1930877751.0,55969.249,66,8,5,2020,23,5,2020,8,5,2020,18,809,2020-05-23,2020-05-24,0-15
8231,200769623,2020,1930700913.0,660.184,66,25,3,2020,9,4,2020,25,3,2020,32,2995,2020-04-09,2020-04-12,0-15
8232,200769623,2020,1930729624.0,29277.569999999996,66,1,4,2020,16,4,2020,1,4,2020,32,2997,2020-04-16,2020-04-17,0-15
8233,140104225,2020,2960627702.0,113709.16,66,8,4,2020,19,4,2020,9,4,2020,5,2919,2020-04-19,2020-04-28,0-15
8234,200762301,2020,1930845031.0,14389.535999999998,66,2,5,2020,17,5,2020,2,5,2020,24,447,2020-05-17,2020-05-20,0-15
8235,200704045,2020,1930666011.0,2593.171,66,17,3,2020,1,4,2020,17,3,2020,18,2260,2020-04-01,2020-04-04,0-15
8236,200769623,2020,1930828058.0,436.57599999999996,66,28,4,2020,13,5,2020,28,4,2020,32,3000,2020-05-13,2020-05-08,
8237,200772670,2020,1930606260.0,14853.733999999999,66,5,3,2020,20,3,2020,5,3,2020,46,188,2020-03-20,2020-03-21,0-15
8238,200769623,2020,1930577237.0,11367.125,66,29,2,2020,15,3,2020,29,2,2020,32,3004,2020-03-15,2020-03-17,0-15
8239,200762301,2020,1930772809.0,37475.487,66,10,4,2020,25,4,2020,10,4,2020,24,445,2020-04-25,2020-04-27,0-15
8240,200769623,2020,1930624876.0,19518.877,66,10,3,2020,25,3,2020,10,3,2020,32,3002,2020-03-25,2020-03-26,0-15
8241,200769623,2020,1930715593.0,12246.129,66,29,3,2020,13,4,2020,29,3,2020,32,2998,2020-04-13,2020-04-15,0-15
8242,200769623,2020,1930648325.0,28007.371,66,14,3,2020,29,3,2020,14,3,2020,32,3002,2020-03-29,2020-03-31,0-15
8243,200762301,2020,1930623801.0,2534.245,66,10,3,2020,25,3,2020,10,3,2020,24,442,2020-03-25,2020-03-26,0-15
8244,200759878,2020,1930756202.0,22598.856,66,8,4,2020,23,4,2020,8,4,2020,32,2385,2020-04-23,2020-04-23,0-15
8245,200769623,2020,1930683484.0,41492.087,66,24,3,2020,8,4,2020,24,3,2020,32,2995,2020-04-08,2020-04-10,0-15
8246,200769623,2020,1930842508.0,33022.926999999996,66,30,4,2020,15,5,2020,30,4,2020,32,3002,2020-05-15,2020-05-17,0-15
8247,200769623,2020,1930752523.0,298.662,66,6,4,2020,21,4,2020,6,4,2020,32,3000,2020-04-21,2020-04-16,
8248,200799367,2020,1930671534.0,10994.438,66,26,3,2020,10,4,2020,26,3,2020,18,1832,2020-04-10,2020-04-13,0-15
8249,200744019,2020,1930710026.0,12666.514,66,27,3,2020,11,4,2020,27,3,2020,18,2792,2020-04-11,2020-04-21,0-15
8250,200721222,2020,1930772555.0,49616.426999999996,66,10,4,2020,25,4,2020,10,4,2020,18,1110,2020-04-25,2020-04-28,0-15
8251,200772595,2020,1930830140.0,8673.741999999998,66,27,4,2020,12,5,2020,27,4,2020,18,2404,2020-05-12,2020-05-14,0-15
8252,140104423,2020,2960630754.0,76923.27,66,30,4,2020,10,5,2020,30,4,2020,5,1893,2020-05-10,2020-05-21,0-15
8253,200769623,2020,1930758060.0,29873.459,66,7,4,2020,22,4,2020,7,4,2020,32,2996,2020-04-22,2020-04-24,0-15
8254,200794332,2020,1930854622.0,59911.299,66,4,5,2020,19,5,2020,4,5,2020,20,635,2020-05-19,2020-05-20,0-15
8255,200759878,2020,1930735249.0,28488.656,66,3,4,2020,18,4,2020,3,4,2020,32,2386,2020-04-18,2020-04-18,0-15
8256,200759878,2020,1930794256.0,16759.176,66,17,4,2020,2,5,2020,17,4,2020,32,2385,2020-05-02,2020-05-04,0-15
8257,200769623,2020,1930636729.0,5706.518999999999,66,11,3,2020,26,3,2020,11,3,2020,32,2996,2020-03-26,2020-03-28,0-15
8258,200793568,2020,1930589354.0,224.53199999999998,66,3,3,2020,18,3,2020,3,3,2020,18,2656,2020-03-18,2020-03-15,
8259,200769623,2020,1930593782.0,24614.555,66,3,3,2020,18,3,2020,3,3,2020,32,3001,2020-03-18,2020-03-19,0-15
8260,200726979,2020,1930801002.0,177.688,66,19,4,2020,4,5,2020,19,4,2020,18,325,2020-05-04,2020-04-28,
8261,200769623,2020,1930593457.0,50775.585,66,4,3,2020,19,3,2020,4,3,2020,32,2997,2020-03-19,2020-03-19,0-15
8262,200117492,2020,1930636781.0,31693.542999999998,66,14,3,2020,29,3,2020,14,3,2020,18,2919,2020-03-29,2020-04-05,0-15
8263,200020431,2020,1930764973.0,7426.705999999999,66,9,4,2020,11,4,2020,1,4,2020,34,719,2020-04-11,2020-04-09,
8264,140105686,2020,2960620692.0,47527.47,66,17,3,2020,5,4,2020,26,3,2020,5,2714,2020-04-05,2020-04-10,0-15
8265,200777735,2020,1930838142.0,75565.82599999999,66,29,4,2020,14,5,2020,29,4,2020,18,1982,2020-05-14,2020-05-15,0-15
8266,200760666,2020,1930760408.0,5262.893999999999,66,10,4,2020,25,4,2020,10,4,2020,18,1479,2020-04-25,2020-04-28,0-15
8267,200769623,2020,1930696246.0,25906.201999999997,66,27,3,2020,11,4,2020,27,3,2020,32,2995,2020-04-11,2020-04-14,0-15
8268,200759878,2020,1930669938.0,75651.499,66,21,3,2020,5,5,2020,21,3,2020,63,2390,2020-05-05,2020-05-02,
8269,200769623,2020,1930620811.0,46985.87599999999,66,8,3,2020,23,3,2020,8,3,2020,32,3002,2020-03-23,2020-03-24,0-15
8270,200779051,2020,1930714682.0,15465.618,66,30,3,2020,14,4,2020,30,3,2020,18,33,2020-04-14,2020-04-03,
8271,100030014,2020,1930833854.0,55971.299999999996,66,28,4,2020,18,5,2020,28,4,2020,26,2919,2020-05-18,2020-05-27,0-15
8272,200769623,2020,1930707355.0,21.448,66,27,3,2020,11,4,2020,27,3,2020,32,2998,2020-04-11,2020-04-05,
8273,140106408,2020,2960625214.0,78241.53,66,28,3,2020,7,4,2020,28,3,2020,5,2984,2020-04-07,2020-04-22,16-30
8274,200769623,2020,1930646972.0,21951.797,66,13,3,2020,28,3,2020,13,3,2020,32,3002,2020-03-28,2020-03-30,0-15
8275,200752302,2020,1930577900.0,1852.732,66,27,2,2020,13,3,2020,27,2,2020,18,1587,2020-03-13,2020-03-15,0-15
8276,200707822,2020,1930768636.0,60467.833999999995,66,10,4,2020,25,4,2020,10,4,2020,18,2224,2020-04-25,2020-04-22,
8277,200974851,2020,1930733281.0,2350.614,66,2,4,2020,22,4,2020,2,4,2020,26,2316,2020-04-22,2020-04-24,0-15
8278,200794332,2020,1930716514.0,35985.327,66,30,3,2020,14,4,2020,30,3,2020,20,628,2020-04-14,2020-04-16,0-15
8279,200723794,2020,1930705122.0,79927.568,66,26,3,2020,10,4,2020,26,3,2020,18,1913,2020-04-10,2020-04-13,0-15
8280,200762301,2020,1930778685.0,5878.536999999999,66,13,4,2020,28,4,2020,13,4,2020,24,445,2020-04-28,2020-04-29,0-15
8281,200790107,2020,1930629926.0,18913.293,66,9,3,2020,24,3,2020,9,3,2020,24,2367,2020-03-24,2020-03-25,0-15
8282,200794332,2020,1930593629.0,3075.1769999999997,66,5,3,2020,20,3,2020,5,3,2020,20,626,2020-03-20,2020-03-21,0-15
8283,140104423,2020,2960622470.0,285593.3,66,21,3,2020,3,4,2020,24,3,2020,5,1901,2020-04-03,2020-04-07,0-15
8284,200726979,2020,1930821957.0,776.937,66,24,4,2020,9,5,2020,24,4,2020,18,326,2020-05-09,2020-05-10,0-15
8285,200707822,2020,1930587795.0,6213.655,66,6,3,2020,21,3,2020,6,3,2020,18,2231,2020-03-21,2020-03-24,0-15
8286,200769623,2020,1930620399.0,7598.128999999999,66,9,3,2020,24,3,2020,9,3,2020,32,3000,2020-03-24,2020-03-26,0-15
8287,200769623,2020,1930687060.0,21740.732999999997,66,23,3,2020,7,4,2020,23,3,2020,32,2997,2020-04-07,2020-04-08,0-15
8288,200769623,2020,1930596140.0,9655.436,66,5,3,2020,20,3,2020,5,3,2020,32,2997,2020-03-20,2020-03-21,0-15
8289,200762301,2020,1930584564.0,4354.259,66,2,3,2020,17,3,2020,2,3,2020,24,447,2020-03-17,2020-03-19,0-15
8290,200803720,2020,1930700102.0,370.94399999999996,66,25,3,2020,8,4,2020,16,3,2020,36,724,2020-04-08,2020-03-30,
8291,200782001,2020,1930819109.0,18361.881999999998,66,24,4,2020,9,5,2020,24,4,2020,18,1126,2020-05-09,2020-05-10,0-15
8292,200769623,2020,1930611745.0,10742.55,66,11,3,2020,26,3,2020,11,3,2020,32,2998,2020-03-26,2020-03-27,0-15
8293,200792734,2020,1930654372.0,35532.265999999996,66,16,3,2020,31,3,2020,16,3,2020,18,1859,2020-03-31,2020-04-04,0-15
8294,200793568,2020,1930692500.0,6796.334999999999,66,24,3,2020,8,4,2020,24,3,2020,18,2652,2020-04-08,2020-04-12,0-15
8295,200762301,2020,1930637441.0,2520.1119999999996,66,12,3,2020,27,3,2020,12,3,2020,24,449,2020-03-27,2020-03-28,0-15
8296,200020431,2020,1930676503.0,176.23199999999997,66,20,3,2020,8,4,2020,16,3,2020,36,726,2020-04-08,2020-03-30,
8297,200769623,2020,1930683466.0,36006.789,66,21,3,2020,5,4,2020,21,3,2020,32,3001,2020-04-05,2020-04-04,
8298,200357714,2020,1930687089.0,4561.41,66,23,3,2020,7,4,2020,23,3,2020,18,2902,2020-04-07,2020-04-16,0-15
8299,200803720,2020,1930617753.0,4716.25,66,7,3,2020,24,3,2020,1,3,2020,36,719,2020-03-24,2020-03-21,
8300,200769623,2020,1930818021.0,8946.930999999999,66,23,4,2020,8,5,2020,23,4,2020,32,2998,2020-05-08,2020-05-09,0-15
8301,200769623,2020,1930851963.0,9193.31,66,3,5,2020,18,5,2020,3,5,2020,32,2995,2020-05-18,2020-05-19,0-15
8302,200416837,2020,1930672163.0,460.397,66,20,3,2020,8,4,2020,16,3,2020,36,718,2020-04-08,2020-03-30,
8303,200769623,2020,1930885115.0,31522.435,66,10,5,2020,25,5,2020,10,5,2020,32,3005,2020-05-25,2020-05-26,0-15
8304,200762301,2020,1930597323.0,67698.008,66,5,3,2020,20,3,2020,5,3,2020,24,443,2020-03-20,2020-03-22,0-15
8305,200744019,2020,1930744119.0,1900.108,66,4,4,2020,19,4,2020,4,4,2020,18,2789,2020-04-19,2020-04-25,0-15
8306,200744019,2020,1930632191.0,11436.039999999999,66,12,3,2020,27,3,2020,12,3,2020,18,2792,2020-03-27,2020-04-05,0-15
8307,200762301,2020,1930685859.0,2342.8509999999997,66,24,3,2020,28,5,2020,24,3,2020,31,445,2020-05-28,2020-05-28,0-15
8308,200186937,2020,1930605201.0,3714.823,66,10,3,2020,11,4,2020,10,3,2020,11,2714,2020-04-11,2020-04-18,0-15
8309,200765011,2020,1930855744.0,16666.397999999997,66,4,5,2020,19,5,2020,4,5,2020,18,1736,2020-05-19,2020-05-21,0-15
8310,200750051,2020,1930705110.0,87736.208,66,25,3,2020,9,4,2020,25,3,2020,18,65,2020-04-09,2020-04-09,0-15
8311,140104409,2020,2960623952.0,98478.09,66,26,3,2020,12,4,2020,2,4,2020,5,1674,2020-04-12,2020-04-17,0-15
8312,200769623,2020,1930623841.0,16774.422,66,10,3,2020,25,3,2020,10,3,2020,32,3000,2020-03-25,2020-03-26,0-15
8313,200749782,2020,1930598502.0,34544.138999999996,66,4,3,2020,19,3,2020,4,3,2020,18,1568,2020-03-19,2020-03-22,0-15
8314,200769623,2020,1930860548.0,18653.495,66,6,5,2020,21,5,2020,6,5,2020,32,2999,2020-05-21,2020-05-21,0-15
8315,200769623,2020,1930789112.0,37813.867,66,15,4,2020,30,4,2020,15,4,2020,32,3004,2020-04-30,2020-05-01,0-15
8316,200416837,2020,1930753080.0,269.388,66,6,4,2020,24,4,2020,1,4,2020,36,728,2020-04-24,2020-04-16,
8317,200762301,2020,1930719900.0,3168.6269999999995,66,31,3,2020,15,4,2020,31,3,2020,24,443,2020-04-15,2020-04-16,0-15
8318,200727272,2020,1930843359.0,28323.889999999996,66,30,4,2020,15,5,2020,30,4,2020,18,369,2020-05-15,2020-05-13,
8319,200799538,2020,1930818686.0,48046.676999999996,66,23,4,2020,8,5,2020,23,4,2020,18,2893,2020-05-08,2020-05-16,0-15
8320,200759878,2020,1930872726.0,41663.992999999995,66,7,5,2020,22,5,2020,7,5,2020,32,2394,2020-05-22,2020-05-18,
8321,140106408,2020,2960624906.0,70402.69,66,27,3,2020,6,4,2020,27,3,2020,5,2991,2020-04-06,2020-04-16,0-15
8322,200744019,2020,1930621866.0,6719.293,66,10,3,2020,25,3,2020,10,3,2020,18,2792,2020-03-25,2020-04-03,0-15
8323,200726979,2020,1930801095.0,132.503,66,19,4,2020,4,5,2020,19,4,2020,18,331,2020-05-04,2020-04-28,
8324,200769623,2020,1930719416.0,9122.840999999999,66,30,3,2020,14,4,2020,30,3,2020,32,2995,2020-04-14,2020-04-16,0-15
8325,200148860,2020,1930752213.0,27942.200999999997,66,6,4,2020,21,4,2020,6,4,2020,18,812,2020-04-21,2020-04-18,
8326,200762301,2020,1930652672.0,1074.766,66,15,3,2020,19,5,2020,15,3,2020,31,444,2020-05-19,2020-05-20,0-15
8327,200744019,2020,1930630803.0,10918.096,66,12,3,2020,27,3,2020,12,3,2020,18,2794,2020-03-27,2020-04-05,0-15
8328,200794332,2020,1930647718.0,9805.235999999999,66,17,3,2020,1,4,2020,17,3,2020,20,626,2020-04-01,2020-04-02,0-15
8329,200769623,2020,1930750025.0,10856.243999999999,66,5,4,2020,20,4,2020,5,4,2020,32,2998,2020-04-20,2020-04-21,0-15
8330,200712187,2020,1930857506.0,25861.345999999998,66,4,5,2020,19,5,2020,4,5,2020,18,2602,2020-05-19,2020-05-21,0-15
8331,200769623,2020,1930704482.0,930.4609999999999,66,25,3,2020,9,4,2020,25,3,2020,32,3005,2020-04-09,2020-04-10,0-15
8332,200769623,2020,1930705359.0,20815.907,66,28,3,2020,12,4,2020,28,3,2020,32,3005,2020-04-12,2020-04-14,0-15
8333,200769623,2020,1930846528.0,1554.8259999999998,66,2,5,2020,17,5,2020,2,5,2020,32,3001,2020-05-17,2020-05-17,0-15
8334,200526831,2020,1930783043.0,41068.153,66,13,4,2020,28,4,2020,13,4,2020,18,2127,2020-04-28,2020-05-02,0-15
8335,200769623,2020,1930830645.0,759.5559999999999,66,27,4,2020,12,5,2020,27,4,2020,32,2996,2020-05-12,2020-05-15,0-15
8336,200729942,2020,1930760417.0,8645.357,66,7,4,2020,22,4,2020,7,4,2020,18,2387,2020-04-22,2020-04-24,0-15
8337,200761734,2020,1930653131.0,67363.52,66,15,3,2020,30,3,2020,15,3,2020,18,1195,2020-03-30,2020-03-29,
8338,200723794,2020,1930786450.0,35877.526999999995,66,15,4,2020,30,4,2020,15,4,2020,18,1918,2020-04-30,2020-05-04,0-15
8339,200793830,2020,1930606106.0,70901.453,66,6,3,2020,21,3,2020,6,3,2020,18,1719,2020-03-21,2020-03-25,0-15
8340,200714710,2020,1930561568.0,6412.525,66,2,3,2020,3,4,2020,2,3,2020,11,2727,2020-04-03,2020-04-06,0-15
8341,200920735,2020,1930661158.0,56975.225999999995,66,18,3,2020,2,4,2020,18,3,2020,18,79,2020-04-02,2020-04-02,0-15
8342,200773364,2020,1930665543.0,3619.742,66,19,3,2020,3,4,2020,19,3,2020,18,2869,2020-04-03,2020-04-06,0-15
8343,200769623,2020,1930741788.0,13910.085,66,4,4,2020,19,4,2020,4,4,2020,32,3005,2020-04-19,2020-04-20,0-15
8344,200148860,2020,1930842454.0,63119.265999999996,66,30,4,2020,15,5,2020,30,4,2020,18,809,2020-05-15,2020-05-17,0-15
8345,200744019,2020,1930731836.0,13994.05,66,3,4,2020,18,4,2020,3,4,2020,18,2794,2020-04-18,2020-04-27,0-15
8346,140106408,2020,2960624218.0,47824.75,66,24,3,2020,3,4,2020,24,3,2020,5,2994,2020-04-03,2020-04-12,0-15
8347,200769623,2020,1930653551.0,43412.844999999994,66,16,3,2020,31,3,2020,16,3,2020,32,2996,2020-03-31,2020-04-01,0-15
8348,200718130,2020,1930797171.0,410.57099999999997,66,16,4,2020,1,5,2020,16,4,2020,18,2736,2020-05-01,2020-04-29,
8349,200769623,2020,1930849962.0,2058.448,66,5,5,2020,20,5,2020,5,5,2020,32,3004,2020-05-20,2020-05-21,0-15
8350,200776463,2020,1930584973.0,10176.201,66,2,3,2020,17,3,2020,2,3,2020,18,1570,2020-03-17,2020-03-21,0-15
8351,140105720,2020,2960628989.0,3468.59,66,18,4,2020,8,5,2020,28,4,2020,5,2919,2020-05-08,2020-05-21,0-15
8352,200750051,2020,1930700490.0,17147.949,66,25,3,2020,9,4,2020,25,3,2020,18,63,2020-04-09,2020-04-12,0-15
8353,200750051,2020,1930686383.0,38045.034999999996,66,23,3,2020,7,4,2020,23,3,2020,18,69,2020-04-07,2020-04-07,0-15
8354,200762301,2020,1930776859.0,21650.201999999997,66,14,4,2020,18,6,2020,14,4,2020,31,444,2020-06-18,2020-06-25,0-15
8355,200726979,2020,1930594425.0,10967.586,66,3,3,2020,18,3,2020,3,3,2020,18,333,2020-03-18,2020-03-18,0-15
8356,200762301,2020,1930777146.0,2153.7039999999997,66,11,4,2020,26,4,2020,11,4,2020,24,442,2020-04-26,2020-04-27,0-15
8357,140104409,2020,2960624655.0,29036.83,66,28,3,2020,12,4,2020,2,4,2020,5,1673,2020-04-12,2020-04-16,0-15
8358,100009932,2020,1991839936.0,752.8499999999999,66,3,3,2020,2,4,2020,3,3,2020,55,2757,2020-04-02,2020-04-03,0-15
8359,200769623,2020,1930857872.0,17093.335,66,6,5,2020,21,5,2020,6,5,2020,32,2997,2020-05-21,2020-05-21,0-15
8360,200707005,2020,1930671709.0,99414.637,66,21,3,2020,5,4,2020,21,3,2020,18,1505,2020-04-05,2020-04-08,0-15
8361,200290370,2020,1930631109.0,5462.73,66,14,3,2020,29,3,2020,14,3,2020,18,232,2020-03-29,2020-03-31,0-15
8362,200129450,2020,1930630909.0,57299.179,66,10,3,2020,9,4,2020,10,3,2020,28,2919,2020-04-09,2020-04-12,0-15
8363,200799367,2020,1930667106.0,54795.314,66,18,3,2020,2,4,2020,18,3,2020,18,1833,2020-04-02,2020-04-07,0-15
8364,200769623,2020,1930686851.0,31024.573999999997,66,23,3,2020,7,4,2020,23,3,2020,32,3005,2020-04-07,2020-04-09,0-15
8365,200337148,2020,1930729410.0,45216.33899999999,66,31,3,2020,15,4,2020,31,3,2020,18,568,2020-04-15,2020-04-18,0-15
8366,200769623,2020,1930586463.0,5244.575,66,2,3,2020,17,3,2020,2,3,2020,32,3002,2020-03-17,2020-03-18,0-15
8367,140103480,2020,1991840472.0,37314.969999999994,66,26,3,2020,10,5,2020,26,3,2020,56,2208,2020-05-10,2020-05-06,
8368,200762301,2020,1930830816.0,18397.127,66,28,4,2020,13,5,2020,28,4,2020,24,445,2020-05-13,2020-05-13,0-15
8369,200723794,2020,1930803565.0,90105.93199999999,66,20,4,2020,5,5,2020,20,4,2020,18,1915,2020-05-05,2020-05-09,0-15
8370,140105847,2020,2960625424.0,4365.5,66,1,4,2020,13,4,2020,3,4,2020,5,1141,2020-04-13,2020-04-20,0-15
8371,200769623,2020,1930809260.0,26932.136000000002,66,22,4,2020,7,5,2020,22,4,2020,32,2997,2020-05-07,2020-05-09,0-15
8372,102,2020,1930651321.0,39015.51499999999,66,21,3,2020,25,4,2020,21,3,2020,30,1519,2020-04-25,2020-05-01,0-15
8373,200696090,2020,1930684839.0,2046.5199999999998,66,25,3,2020,9,4,2020,25,3,2020,18,2889,2020-04-09,2020-04-13,0-15
8374,200762301,2020,1930788538.0,5330.458,66,16,4,2020,1,5,2020,16,4,2020,24,449,2020-05-01,2020-05-02,0-15
8375,200881076,2020,1930806375.0,904.736,66,21,4,2020,6,5,2020,21,4,2020,18,79,2020-05-06,2020-05-05,
8376,200126819,2020,1930821503.0,33170.529,66,24,4,2020,9,5,2020,24,4,2020,18,1847,2020-05-09,2020-05-14,0-15
8377,200418007,2020,1930745240.0,3406.2,66,8,4,2020,12,6,2020,8,4,2020,31,93,2020-06-12,2020-06-15,0-15
8378,200772670,2020,1930709846.0,7084.574,66,27,3,2020,11,4,2020,27,3,2020,46,184,2020-04-11,2020-04-13,0-15
8379,200759878,2020,1930850945.0,9980.187,66,3,5,2020,18,5,2020,3,5,2020,32,2386,2020-05-18,2020-05-20,0-15
8380,140104240,2020,2960618628.0,124039.8,66,7,3,2020,25,3,2020,15,3,2020,5,938,2020-03-25,2020-03-30,0-15
8381,200769623,2020,1930575256.0,34592.13799999999,66,28,2,2020,14,3,2020,28,2,2020,32,2999,2020-03-14,2020-03-14,0-15
8382,200769623,2020,1930738254.0,2540.4539999999997,66,3,4,2020,18,4,2020,3,4,2020,32,3002,2020-04-18,2020-04-19,0-15
8383,200936373,2020,1930710954.0,38185.203,66,30,3,2020,14,4,2020,30,3,2020,18,2659,2020-04-14,2020-04-16,0-15
8384,200078795,2020,1930686624.0,50774.212999999996,66,23,3,2020,7,4,2020,23,3,2020,18,1210,2020-04-07,2020-04-04,
8385,200803720,2020,1930773015.0,246.204,66,10,4,2020,24,4,2020,1,4,2020,36,723,2020-04-24,2020-04-14,
8386,200744019,2020,1930630612.0,12995.912999999999,66,11,3,2020,26,3,2020,11,3,2020,18,2798,2020-03-26,2020-04-04,0-15
8387,200726979,2020,1930698665.0,147.13299999999998,66,25,3,2020,9,4,2020,25,3,2020,18,334,2020-04-09,2020-04-03,
8388,200726979,2020,1930584916.0,242.46599999999998,66,1,3,2020,16,3,2020,1,3,2020,18,330,2020-03-16,2020-03-09,
8389,200772670,2020,1930711283.0,12820.493,66,27,3,2020,11,4,2020,27,3,2020,46,185,2020-04-11,2020-04-12,0-15
8390,200762301,2020,1930736199.0,7817.473999999999,66,4,4,2020,19,4,2020,4,4,2020,24,444,2020-04-19,2020-04-20,0-15
8391,200936785,2020,1930705814.0,6967.296,66,31,3,2020,10,4,2020,31,3,2020,9,2919,2020-04-10,2020-04-22,0-15
8392,200714710,2020,1930702297.0,7538.888,66,25,3,2020,9,4,2020,25,3,2020,18,2721,2020-04-09,2020-04-14,0-15
8393,100031704,2020,1930593294.0,7746.969999999999,66,3,3,2020,18,3,2020,3,3,2020,18,751,2020-03-18,2020-03-22,0-15
8394,200762301,2020,1930728072.0,50368.954999999994,66,1,4,2020,16,4,2020,1,4,2020,24,449,2020-04-16,2020-04-16,0-15
8395,102,2020,1930576392.0,8137.584,66,29,2,2020,4,4,2020,29,2,2020,30,1524,2020-04-04,2020-04-19,16-30
8396,200749782,2020,1930704347.0,34093.612,66,26,3,2020,10,4,2020,26,3,2020,18,1566,2020-04-10,2020-04-14,0-15
8397,200769623,2020,1930760125.0,4997.705999999999,66,9,4,2020,24,4,2020,9,4,2020,32,2999,2020-04-24,2020-04-26,0-15
8398,200777735,2020,1930693149.0,69574.218,66,24,3,2020,8,4,2020,24,3,2020,18,1975,2020-04-08,2020-04-07,
8399,200726979,2020,1930767156.0,10626.518,66,10,4,2020,25,4,2020,10,4,2020,18,324,2020-04-25,2020-04-26,0-15
8400,200794332,2020,1930806239.0,15446.025,66,20,4,2020,5,5,2020,20,4,2020,20,631,2020-05-05,2020-05-05,0-15
8401,200132251,2020,1930791282.0,341.782,66,23,4,2020,8,5,2020,23,4,2020,18,2676,2020-05-08,2020-05-08,0-15
8402,200148860,2020,1930723315.0,36605.184,66,31,3,2020,15,4,2020,31,3,2020,18,810,2020-04-15,2020-04-17,0-15
8403,200020431,2020,1930599833.0,8264.704,66,4,3,2020,11,3,2020,1,3,2020,34,727,2020-03-11,2020-03-09,
8404,200704858,2020,1930844037.0,12997.768,66,1,5,2020,16,5,2020,1,5,2020,18,2968,2020-05-16,2020-05-20,0-15
8405,200769623,2020,1930622887.0,930.4609999999999,66,11,3,2020,26,3,2020,11,3,2020,32,2997,2020-03-26,2020-03-27,0-15
8406,200793568,2020,1930592773.0,97674.71699999999,66,2,3,2020,17,3,2020,2,3,2020,18,2660,2020-03-17,2020-03-19,0-15
8407,200769623,2020,1930832360.0,11233.32,66,30,4,2020,15,5,2020,30,4,2020,32,3003,2020-05-15,2020-05-17,0-15
8408,100043949,2020,1930756127.0,11894.931999999999,66,15,4,2020,30,4,2020,15,4,2020,18,2919,2020-04-30,2020-05-17,16-30
8409,200759878,2020,1930581558.0,5399.148999999999,66,29,2,2020,15,3,2020,29,2,2020,32,2385,2020-03-15,2020-03-17,0-15
8410,200769623,2020,1930593987.0,10916.940999999999,66,4,3,2020,19,3,2020,4,3,2020,32,3002,2020-03-19,2020-03-20,0-15
8411,200769623,2020,1930698321.0,28240.267999999996,66,25,3,2020,9,4,2020,25,3,2020,32,3005,2020-04-09,2020-04-11,0-15
8412,200780383,2020,1930776923.0,12006.715,66,10,4,2020,25,4,2020,10,4,2020,18,1864,2020-04-25,2020-04-28,0-15
